CHAVEGERAL,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,CODREGIAO5,REGIAO5,CODREGIAO8,REGIAO8,TB_SUBSETOR,SUBSETOR,TB_SETOR,SETOR,ESTAB,EMPREGO,HOMEM,MULHER,BRANCA,PARDA,PRETA,AMARELA,INDÍGENA,RACANI,RACA_IGN,ANALF,EF1A5INCOMP,EF5COM,EF6A9INCOMP,EFCOM,EMINCOM,EMCOMP,ESINCOM,ESCOMP,MESTRADO,DOUTORADO,ATE17,18A24,25A29,30A39,40A49,50A64,65OUMAIS,"ATE0,50SM","0,51A1,00SM","1,01A1,50SM","1,51A2,00SM","2,01A3,00SM","3,01A4,00SM","4,01A5,01SM","5,00A7,00SM","7,01A10,00SM","10,01A15,00SM","15,01A20,00SM",MAISDE20SM,RENDAIG,CBO_GG_1,CBO_GG_2,CBO_GG_3,CBO_GG_4,CBO_GG_5,CBO_GG_6,CBO_GG_7,CBO_GG_8,CBO_GG_9,CBO_GG_IGN
3.55E+20,3.55E+12,31,GUAIANASES,28,GUAIANAZES,2,Leste,3,LESTE 2,20,TRAN E COMUN,6,SERVICOS,6,15,9,6,11,2,1,0,0,1,0,0,0,0,0,5,1,3,3,3,0,0,0,2,2,6,2,3,0,0,2,2,5,1,1,1,2,1,0,0,0,0,3,0,4,3,3,0,2,0,0,0
3.55E+20,3.55E+12,31,GUAIANASES,28,GUAIANAZES,2,Leste,3,LESTE 2,21,ALOJ COMUNIC,6,SERVICOS,39,392,45,347,123,141,35,1,0,92,0,0,1,2,12,33,25,150,7,162,0,0,0,64,67,123,79,51,8,0,4,182,39,147,6,4,2,0,0,0,0,8,12,61,97,70,144,0,8,0,0,0
3.55E+20,3.55E+12,31,GUAIANASES,28,GUAIANAZES,2,Leste,3,LESTE 2,22,MED ODON VET,6,SERVICOS,16,65,10,55,28,29,8,0,0,0,0,0,0,0,0,2,6,49,2,6,0,0,0,24,13,13,9,6,0,0,0,55,8,1,1,0,0,0,0,0,0,0,1,4,10,37,13,0,0,0,0,0
3.55E+20,3.55E+12,31,GUAIANASES,28,GUAIANAZES,2,Leste,3,LESTE 2,23,ENSINO,6,SERVICOS,22,309,77,232,160,117,15,1,0,16,0,0,0,1,2,8,8,139,10,141,0,0,1,31,51,127,63,33,3,2,20,101,39,112,28,3,3,0,0,0,0,1,14,93,112,44,42,0,2,1,1,0
3.55E+20,3.55E+12,31,GUAIANASES,28,GUAIANAZES,2,Leste,3,LESTE 2,2,MIN NAO MET,2,IND TRANSF,1,17,15,2,9,1,7,0,0,0,0,0,0,0,0,4,0,12,0,1,0,0,0,5,2,3,5,2,0,0,0,13,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,4,8,3,0,0
3.55E+20,3.55E+12,31,GUAIANASES,28,GUAIANAZES,2,Leste,3,LESTE 2,3,IND METALURG,2,IND TRANSF,4,15,14,1,12,3,0,0,0,0,0,0,0,0,0,8,0,6,1,0,0,0,0,7,0,4,1,3,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
3.55E+20,3.55E+12,31,GUAIANASES,28,GUAIANAZES,2,Leste,3,LESTE 2,7,MAD E MOBIL,2,IND TRANSF,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3.55E+20,3.55E+12,31,GUAIANASES,28,GUAIANAZES,2,Leste,3,LESTE 2,8,PAPEL E GRAF,2,IND TRANSF,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3.55E+20,3.55E+12,31,GUAIANASES,28,GUAIANAZES,2,Leste,3,LESTE 2,9,BOR FUM COUR,2,IND TRANSF,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3.55E+20,3.55E+12,31,GUAIANASES,28,GUAIANAZES,2,Leste,3,LESTE 2,10,IND QUIMICA,2,IND TRANSF,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.55E+20,3.55E+12,31,GUAIANASES,28,GUAIANAZES,2,Leste,3,LESTE 2,11,IND TEXTIL,2,IND TRANSF,5,16,4,12,6,9,0,0,0,1,0,0,0,0,0,0,2,14,0,0,0,0,0,2,1,6,6,1,0,0,1,9,4,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,10,1,0,0
3.55E+20,3.55E+12,31,GUAIANASES,28,GUAIANAZES,2,Leste,3,LESTE 2,13,ALIM E BEB,2,IND TRANSF,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3.55E+20,3.55E+12,31,GUAIANASES,28,GUAIANAZES,2,Leste,3,LESTE 2,15,CONSTR CIVIL,4,CONSTR CIVIL,10,107,105,2,42,45,18,1,0,1,0,0,10,3,0,8,1,85,0,0,0,0,1,24,18,35,24,5,0,0,0,6,92,5,3,0,0,0,0,0,0,1,1,0,0,2,0,0,103,0,1,0
3.55E+20,3.55E+12,31,GUAIANASES,28,GUAIANAZES,2,Leste,3,LESTE 2,16,COM VAREJ,5,COMERCIO,113,461,263,198,176,228,15,0,0,42,0,0,2,4,27,63,51,295,6,13,0,0,7,114,72,125,93,45,5,0,17,240,139,46,12,2,2,0,1,0,0,2,33,8,5,99,173,2,82,45,14,0
3.55E+20,3.55E+12,31,GUAIANASES,28,GUAIANAZES,2,Leste,3,LESTE 2,17,COM ATACAD,5,COMERCIO,2,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0
3.55E+20,3.55E+12,31,GUAIANASES,28,GUAIANAZES,2,Leste,3,LESTE 2,19,ADM TEC PROF,6,SERVICOS,13,146,97,49,88,46,11,0,0,1,0,0,2,0,7,13,17,99,5,3,0,0,0,41,23,44,27,11,0,0,9,51,64,18,1,0,0,1,0,0,0,2,2,4,16,14,110,0,0,0,0,0
3.55E+20,3.55E+12,31,GUAIANASES,28,GUAIANAZES,2,Leste,3,LESTE 2,20,TRAN E COMUN,6,SERVICOS,15,40,29,11,16,20,1,1,0,2,0,0,0,0,0,6,2,30,1,1,0,0,0,8,7,13,9,3,0,0,2,8,28,2,0,0,0,0,0,0,0,0,0,0,4,3,22,0,10,0,1,0
3.55E+20,3.55E+12,31,GUAIANASES,28,GUAIANAZES,2,Leste,3,LESTE 2,21,ALOJ COMUNIC,6,SERVICOS,35,298,30,268,137,76,12,0,0,73,0,0,0,1,5,7,7,92,6,179,1,0,1,27,50,125,69,26,0,0,2,103,16,169,5,2,0,0,0,0,0,1,16,102,68,13,94,0,5,0,0,0
3.55E+20,3.55E+12,31,GUAIANASES,28,GUAIANAZES,2,Leste,3,LESTE 2,22,MED ODON VET,6,SERVICOS,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3.55E+20,3.55E+12,31,GUAIANASES,28,GUAIANAZES,2,Leste,3,LESTE 2,23,ENSINO,6,SERVICOS,10,122,8,114,25,47,2,0,0,48,0,0,0,0,3,7,0,30,1,80,1,0,0,3,17,45,36,20,1,0,0,37,6,76,1,2,0,0,0,0,0,0,7,52,26,5,32,0,0,0,0,0
3.55E+20,3.55E+12,47,JOSE BONIFACIO,27,ITAQUERA,2,Leste,3,LESTE 2,2,MIN NAO MET,2,IND TRANSF,2,17,16,1,11,0,3,0,0,3,0,0,0,0,2,2,2,10,0,1,0,0,0,1,2,6,3,4,1,0,0,1,4,11,1,0,0,0,0,0,0,0,0,0,0,1,2,0,12,2,0,0
3.55E+20,3.55E+12,47,JOSE BONIFACIO,27,ITAQUERA,2,Leste,3,LESTE 2,3,IND METALURG,2,IND TRANSF,21,478,413,65,294,112,47,0,0,25,0,0,11,23,44,74,50,242,10,24,0,0,3,38,37,114,149,123,14,0,5,36,74,160,86,41,44,13,4,1,0,14,12,11,28,53,45,0,276,30,23,0
3.55E+20,3.55E+12,47,JOSE BONIFACIO,27,ITAQUERA,2,Leste,3,LESTE 2,4,IND MECANICA,2,IND TRANSF,4,22,20,2,17,5,0,0,0,0,0,0,0,3,1,1,7,10,0,0,0,0,0,0,0,4,10,8,0,0,0,2,3,7,6,0,2,1,0,0,0,1,0,0,1,2,2,0,16,0,1,0
3.55E+20,3.55E+12,47,JOSE BONIFACIO,27,ITAQUERA,2,Leste,3,LESTE 2,5,ELET E COMUN,2,IND TRANSF,7,217,133,84,96,18,12,1,0,90,0,2,10,4,10,36,17,112,7,18,1,0,0,15,24,57,63,56,2,0,0,10,84,63,28,10,12,3,1,0,0,6,8,4,27,27,16,0,102,22,11,0
3.55E+20,3.55E+12,47,JOSE BONIFACIO,27,ITAQUERA,2,Leste,3,LESTE 2,6,MAT TRANSP,2,IND TRANSF,4,420,390,30,272,118,28,2,0,0,0,0,14,15,26,56,26,230,17,36,0,0,8,33,30,132,135,81,1,0,10,1,48,143,58,36,66,31,16,1,0,10,3,1,54,22,1,0,320,5,14,0
3.55E+20,3.55E+12,47,JOSE BONIFACIO,27,ITAQUERA,2,Leste,3,LESTE 2,7,MAD E MOBIL,2,IND TRANSF,3,116,98,18,58,40,15,1,1,1,0,0,2,1,10,9,10,72,4,8,0,0,0,14,20,46,26,10,0,0,0,6,17,50,21,5,9,6,1,0,1,0,4,1,2,29,11,0,69,0,0,0
3.55E+20,3.55E+12,47,JOSE BONIFACIO,27,ITAQUERA,2,Leste,3,LESTE 2,8,PAPEL E GRAF,2,IND TRANSF,4,162,115,47,85,47,26,0,0,4,0,0,1,1,3,56,5,74,8,14,0,0,2,20,21,62,44,13,0,0,2,31,47,20,32,18,8,1,0,1,0,2,2,6,29,12,8,0,87,16,2,0
3.55E+20,3.55E+12,47,JOSE BONIFACIO,27,ITAQUERA,2,Leste,3,LESTE 2,9,BOR FUM COUR,2,IND TRANSF,4,498,272,226,192,282,24,0,0,0,0,1,20,15,49,47,130,210,9,17,0,0,1,91,81,135,115,73,2,0,5,227,127,79,31,9,7,1,1,0,0,11,7,4,9,50,12,0,164,244,8,0
3.55E+20,3.55E+12,47,JOSE BONIFACIO,27,ITAQUERA,2,Leste,3,LESTE 2,10,IND QUIMICA,2,IND TRANSF,8,285,240,45,208,67,6,4,0,0,0,1,6,8,28,34,21,168,7,11,1,0,2,27,34,72,105,44,1,0,0,41,93,84,39,11,5,5,3,0,1,3,7,2,18,24,22,0,82,123,7,0
3.55E+20,3.55E+12,47,JOSE BONIFACIO,27,ITAQUERA,2,Leste,3,LESTE 2,11,IND TEXTIL,2,IND TRANSF,4,29,17,12,6,16,5,1,0,1,0,0,1,7,0,16,1,3,1,0,0,0,0,1,5,9,6,6,2,0,1,9,14,4,0,1,0,0,0,0,0,0,0,0,4,2,2,0,9,12,0,0
3.55E+20,3.55E+12,47,JOSE BONIFACIO,27,ITAQUERA,2,Leste,3,LESTE 2,13,ALIM E BEB,2,IND TRANSF,6,"1,336",939,397,742,422,159,13,0,0,0,2,3,10,39,311,88,748,25,90,20,0,7,229,201,522,275,100,2,0,48,18,601,391,137,48,48,13,13,0,1,18,15,29,201,177,158,0,648,78,30,0
3.55E+20,3.55E+12,47,JOSE BONIFACIO,27,ITAQUERA,2,Leste,3,LESTE 2,15,CONSTR CIVIL,4,CONSTR CIVIL,9,104,93,11,54,41,9,0,0,0,0,0,3,8,12,13,10,55,2,1,0,0,2,15,15,31,20,20,1,0,1,5,33,25,29,2,1,0,0,0,0,8,1,0,2,9,2,0,83,2,5,0
3.55E+20,3.55E+12,47,JOSE BONIFACIO,27,ITAQUERA,2,Leste,3,LESTE 2,16,COM VAREJ,5,COMERCIO,51,783,432,351,423,286,47,8,2,17,0,1,7,8,32,58,49,586,18,24,0,0,13,151,127,244,160,85,3,0,53,116,329,174,51,23,12,0,3,1,0,21,38,10,29,198,305,4,155,30,14,0
3.55E+20,3.55E+12,47,JOSE BONIFACIO,27,ITAQUERA,2,Leste,3,LESTE 2,17,COM ATACAD,5,COMERCIO,15,793,573,220,461,251,75,0,2,4,0,2,14,8,42,99,48,498,33,48,1,0,6,83,111,327,186,80,0,2,12,74,120,387,71,35,38,14,11,4,2,23,11,3,54,74,491,3,129,26,2,0
3.55E+20,3.55E+12,47,JOSE BONIFACIO,27,ITAQUERA,2,Leste,3,LESTE 2,19,ADM TEC PROF,6,SERVICOS,19,87,61,26,45,25,9,2,0,6,0,0,7,1,7,5,10,53,2,2,0,0,0,11,9,27,26,13,1,0,3,35,29,14,4,1,0,0,0,0,0,1,0,2,3,18,31,0,22,11,0,0
3.55E+20,3.55E+12,47,JOSE BONIFACIO,27,ITAQUERA,2,Leste,3,LESTE 2,20,TRAN E COMUN,6,SERVICOS,9,"1,137","1,079",58,573,472,91,0,0,1,0,0,33,142,99,301,66,479,3,14,0,0,8,74,158,380,252,248,17,2,16,110,739,186,18,26,28,4,4,0,0,4,2,2,23,84,114,0,865,0,47,0
3.55E+20,3.55E+12,47,JOSE BONIFACIO,27,ITAQUERA,2,Leste,3,LESTE 2,21,ALOJ COMUNIC,6,SERVICOS,34,618,223,395,330,213,57,8,1,9,0,0,39,15,18,64,78,256,12,134,2,0,7,105,69,188,133,108,8,1,31,227,134,118,60,16,18,6,1,0,0,6,37,83,66,71,332,7,17,1,4,0
3.55E+20,3.55E+12,47,JOSE BONIFACIO,27,ITAQUERA,2,Leste,3,LESTE 2,23,ENSINO,6,SERVICOS,1,17,0,17,5,2,0,0,0,10,0,0,0,0,0,0,0,4,0,13,0,0,0,1,6,6,2,2,0,0,0,5,0,12,0,0,0,0,0,0,0,0,1,1,10,0,5,0,0,0,0,0
3.55E+20,3.55E+12,47,JOSE BONIFACIO,27,ITAQUERA,2,Leste,3,LESTE 2,25,AGRICULTURA,8,AGROPECUARIA,16,34,24,10,24,10,0,0,0,0,0,2,5,8,2,15,2,0,0,0,0,0,0,4,1,10,8,11,0,0,2,27,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,1,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,2,MIN NAO MET,2,IND TRANSF,1,6,5,1,6,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,2,0,4,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,3,IND METALURG,2,IND TRANSF,3,67,57,10,49,4,4,0,0,10,0,1,2,1,2,19,7,32,3,0,0,0,0,14,13,19,10,11,0,0,0,12,41,9,1,3,0,0,0,0,0,1,3,0,7,4,2,2,44,4,1,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,6,MAT TRANSP,2,IND TRANSF,1,7,7,0,4,1,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,1,4,1,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,8,PAPEL E GRAF,2,IND TRANSF,1,20,2,18,17,3,0,0,0,0,0,0,0,0,0,0,2,4,3,11,0,0,0,5,3,10,1,1,0,0,1,2,0,9,5,2,0,1,0,0,0,0,0,2,2,13,3,0,0,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,9,BOR FUM COUR,2,IND TRANSF,1,6,2,4,3,3,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,2,1,1,2,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,10,IND QUIMICA,2,IND TRANSF,1,4,3,1,0,0,1,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,12,IND CALCADOS,2,IND TRANSF,1,8,7,1,5,3,0,0,0,0,0,0,0,2,4,1,0,1,0,0,0,0,0,0,0,2,4,2,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,13,ALIM E BEB,2,IND TRANSF,1,4,3,1,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,14,SER UTIL PUB,3,SERV IND UP,1,5,5,0,2,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,2,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,15,CONSTR CIVIL,4,CONSTR CIVIL,7,74,72,2,20,46,8,0,0,0,0,0,0,1,2,11,4,56,0,0,0,0,1,9,18,25,13,7,1,0,0,9,55,7,2,1,0,0,0,0,0,0,0,0,4,4,1,0,53,10,2,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,16,COM VAREJ,5,COMERCIO,96,551,322,229,258,208,43,0,0,42,0,0,1,10,35,49,77,361,7,10,0,1,9,149,113,148,83,49,0,0,11,206,187,116,18,2,3,1,0,0,0,7,32,6,21,98,225,0,97,66,6,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,17,COM ATACAD,5,COMERCIO,6,11,8,3,2,9,0,0,0,0,0,0,0,0,1,1,3,6,0,0,0,0,0,2,1,4,2,2,0,0,0,5,4,2,0,0,0,0,0,0,0,0,1,0,0,7,0,0,2,1,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,18,INST FINANC,6,SERVICOS,1,15,6,9,9,4,1,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,3,3,3,1,0,0,0,0,0,1,6,4,1,2,1,0,0,0,2,2,1,10,0,0,0,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,19,ADM TEC PROF,6,SERVICOS,16,46,25,21,36,4,2,0,0,4,0,0,0,0,3,9,9,22,2,1,0,0,1,4,7,12,13,9,0,0,2,17,17,7,2,0,0,1,0,0,0,0,0,1,5,10,30,0,0,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,20,TRAN E COMUN,6,SERVICOS,7,14,5,9,7,6,1,0,0,0,0,0,0,0,1,2,0,11,0,0,0,0,0,3,6,1,2,1,1,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,21,ALOJ COMUNIC,6,SERVICOS,18,227,31,196,96,68,12,0,0,51,0,0,0,1,3,7,7,87,14,108,0,0,0,34,25,94,54,20,0,3,9,79,14,112,5,3,1,0,1,0,0,0,14,85,19,30,77,0,0,1,1,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,22,MED ODON VET,6,SERVICOS,2,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,23,ENSINO,6,SERVICOS,10,113,8,105,33,26,5,0,0,49,0,0,0,0,1,3,0,31,1,76,1,0,0,3,20,54,29,7,0,0,0,28,2,79,4,0,0,0,0,0,0,0,8,52,24,4,25,0,0,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,2,MIN NAO MET,2,IND TRANSF,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,7,MAD E MOBIL,2,IND TRANSF,1,4,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,9,BOR FUM COUR,2,IND TRANSF,1,38,27,11,28,8,2,0,0,0,0,1,0,0,0,16,3,17,1,0,0,0,0,6,6,9,7,10,0,0,0,19,8,6,1,2,2,0,0,0,0,0,3,0,1,9,2,0,21,2,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,11,IND TEXTIL,2,IND TRANSF,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,15,CONSTR CIVIL,4,CONSTR CIVIL,7,60,58,2,7,53,0,0,0,0,0,0,0,0,1,8,0,49,2,0,0,0,0,11,15,16,13,4,1,0,1,24,27,7,0,0,0,0,1,0,0,0,1,0,7,2,3,0,47,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,16,COM VAREJ,5,COMERCIO,63,438,244,194,241,155,10,0,0,32,0,0,1,7,5,38,46,328,3,10,0,0,7,115,82,142,68,23,1,0,13,194,163,53,6,3,3,1,0,0,0,2,21,5,5,134,179,0,49,42,3,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,17,COM ATACAD,5,COMERCIO,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,18,INST FINANC,6,SERVICOS,4,17,14,3,10,3,4,0,0,0,0,0,0,2,0,0,0,13,0,2,0,0,0,2,2,5,2,6,0,0,0,5,9,2,1,0,0,0,0,0,0,0,1,1,0,3,0,0,12,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,19,ADM TEC PROF,6,SERVICOS,16,367,250,117,133,147,73,1,0,13,0,2,12,9,29,73,57,180,2,3,0,0,0,37,60,127,70,67,6,0,4,258,80,10,3,2,1,1,0,0,0,8,1,2,1,13,336,0,3,0,11,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,20,TRAN E COMUN,6,SERVICOS,5,60,27,33,48,7,3,0,0,2,0,0,0,0,0,1,4,45,4,6,0,0,0,30,12,10,6,2,0,0,2,48,8,1,0,1,0,0,0,0,0,0,2,1,6,7,37,0,4,0,3,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,21,ALOJ COMUNIC,6,SERVICOS,21,161,32,129,43,49,10,0,0,59,0,0,0,1,3,2,2,74,0,79,0,0,0,27,28,61,32,13,0,0,2,59,18,78,2,1,0,0,0,0,0,1,8,46,22,14,63,2,4,1,1,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,22,MED ODON VET,6,SERVICOS,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,23,ENSINO,6,SERVICOS,4,106,5,101,29,28,1,0,0,48,0,0,0,0,0,1,0,33,0,72,0,0,0,9,21,36,31,9,0,0,1,33,0,68,4,0,0,0,0,0,0,0,6,53,12,3,32,0,0,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,25,AGRICULTURA,8,AGROPECUARIA,2,3,2,1,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,8,PAPEL E GRAF,2,IND TRANSF,2,5,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,2,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,9,BOR FUM COUR,2,IND TRANSF,1,45,10,35,29,8,8,0,0,0,0,0,4,6,5,4,3,20,2,1,0,0,0,5,6,13,7,11,3,0,12,16,6,3,2,0,3,0,0,0,0,3,2,0,3,9,2,0,28,1,0,0
3.55E+20,3.55E+12,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,2,Leste,3,LESTE 2,11,IND TEXTIL,2,IND TRANSF,6,13,6,7,2,11,0,0,0,0,0,0,1,0,0,4,1,7,0,0,0,0,0,3,1,6,3,0,0,0,0,6,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0
